Rang	Ort	Kanton	Steuersatz
863	Biel-Benken (BL)	BL	13.94
864	Pregny-Chambésy	GE	13.94
865	Bettingen	BS	13.96
866	Collonges	VS	13.96
867	Hefenhofen	TG	13.96
868	Pfeffingen	BL	13.96
869	Thundorf	TG	13.96
870	Rorschacherberg	SG	13.97
871	Herznach	AG	13.98
872	Mandach	AG	13.98
873	Schlossrued	AG	13.98
874	Wohlenschwil	AG	13.98
875	Dully	VD	13.99
876	Mies	VD	13.99
877	Binningen	BL	14.00
878	Matzingen	TG	14.00
879	Wuppenau	TG	14.00
880	Anières	GE	14.02
881	Céligny	GE	14.02
882	Stein am Rhein	SH	14.02
883	Willisau	LU	14.03
884	Densbüren	AG	14.04
885	Hendschiken	AG	14.04
886	Kaiserstuhl	AG	14.04
887	Scherz	AG	14.04
888	Siglistorf	AG	14.04
889	Zeihen	AG	14.04
890	Pfyn	TG	14.05
891	Oberwil (BL)	BL	14.06
892	Ruswil	LU	14.06
893	Granges-Paccot	FR	14.07
894	Aarburg	AG	14.09
895	Besenbüren	AG	14.09
896	Böbikon	AG	14.09
897	Bözen	AG	14.09
898	Buttisholz	LU	14.09
899	Hohenrain	LU	14.09
900	Koblenz	AG	14.09
901	Rickenbach (LU)	LU	14.09
902	Schönholzerswilen	TG	14.09
903	Schupfart	AG	14.09
904	Steg-Hohtenn	VS	14.09
905	Uerkheim	AG	14.09
906	Villnachern	AG	14.09
907	Vionnaz	VS	14.09
908	Wegenstetten	AG	14.09
909	Buch (SH)	SH	14.11
910	Chêne-Bougeries	GE	14.11
911	Vétroz	VS	14.11
912	Waldstatt	AR	14.11
913	Chermignon	VS	14.12
914	Safiental	GR	14.12
915	Seewis im Prättigau	GR	14.12
916	Icogne	VS	14.13
917	Termen	VS	14.13
918	Küblis	GR	14.14
919	Langrickenbach	TG	14.14
920	Wigoltingen	TG	14.14
921	Effingen	AG	14.15
922	Mumpf	AG	14.15
923	Châtillon (FR)	FR	14.17
924	Cheyres	FR	14.17
925	Salmsach	TG	14.18
926	Buchs (SG)	SG	14.19
927	Chéserex	VD	14.20
928	Corsier (GE)	GE	14.20
929	Härkingen	SO	14.20
930	Hellikon	AG	14.20
931	Bürglen (TG)	TG	14.23
932	Fischingen	TG	14.23
933	Löhningen	SH	14.24
934	Neunkirch	SH	14.24
935	Schaffhausen	SH	14.24
936	Domleschg	GR	14.25
937	Givisiez	FR	14.25
938	Kleinbösingen	FR	14.25
939	Scharans	GR	14.25
940	Sils im Domleschg	GR	14.25
941	Sumvitg	GR	14.25
942	Flühli	LU	14.26
943	Full-Reuenthal	AG	14.26
944	Oberhof	AG	14.26
945	Rietheim	AG	14.26
946	Römerswil	LU	14.26
947	Buchillon	VD	14.27
948	Coppet	VD	14.27
949	Crans-près-Céligny	VD	14.27
950	Jouxtens-Mézery	VD	14.27
951	Plan-les-Ouates	GE	14.28
952	Neuhausen am Rheinfall	SH	14.30
953	Rhäzüns	GR	14.31
954	Rickenbach (SO)	SO	14.32
955	Ried-Brig	VS	14.32
956	Ueken	AG	14.32
957	Zuzgen	AG	14.32
958	Ebersecken	LU	14.33
959	Gempenach	FR	14.33
960	Gaiserwald	SG	14.36
961	Geuensee	LU	14.36
962	Niederönz	BE	14.36
963	Wölflinswil	AG	14.37
964	Maladers	GR	14.38
965	Muri bei Bern	BE	14.38
966	Treiten	BE	14.39
967	Bettlach	SO	14.40
968	Bonvillars	VD	14.40
969	Borex	VD	14.40
970	Genolier	VD	14.40
971	Lonay	VD	14.40
972	Riehen	BS	14.40
973	Saint-Prex	VD	14.40
974	Saint-Sulpice (VD)	VD	14.40
975	Savièse	VS	14.40
976	Vufflens-le-Château	VD	14.40
977	Fiesch	VS	14.41
978	Walliswil bei Niederbipp	BE	14.41
979	Baltschieder	VS	14.42
980	Conthey	VS	14.42
981	Montana	VS	14.42
982	Sennwald	SG	14.42
983	Thal	SG	14.42
984	Turtmann-Unterems	VS	14.42
985	Veyras	VS	14.42
986	Büttenhardt	SH	14.43
987	Entlebuch	LU	14.43
988	Escholzmatt-Marbach	LU	14.43
989	Hergiswil bei Willisau	LU	14.43
990	Monthey	VS	14.43
991	Obermumpf	AG	14.43
992	Randogne	VS	14.43
993	Reiden	LU	14.43
994	Saxon	VS	14.43
995	Sursee	LU	14.43
996	Therwil	BL	14.43
997	Thürnen	BL	14.43
998	Avers	GR	14.44
999	Lutry	VD	14.44
1000	Schwarzenberg	LU	14.44
1001	Dornach	SO	14.45
1002	Hundwil	AR	14.45
1003	Veyrier	GE	14.45
1004	Avry	FR	14.46
1005	Raperswilen	TG	14.46
1006	Prangins	VD	14.47
1007	Romanel-sur-Morges	VD	14.47
1008	Signy-Avenex	VD	14.47
1009	Hornussen	AG	14.48
1010	Kaltbrunn	SG	14.48
1011	Oberbüren	SG	14.48
1012	Rekingen (AG)	AG	14.48
1013	Seltisberg	BL	14.48
1014	Berken	BE	14.49
1015	Montet (Glâne)	FR	14.49
1016	Hemishofen	SH	14.52
1017	Carouge (GE)	GE	14.54
1018	Commugny	VD	14.54
1019	Founex	VD	14.54
1020	Gampelen	BE	14.54
1021	Gingins	VD	14.54
1022	Meienried	BE	14.54
1023	Mühledorf (BE)	BE	14.54
1024	Reinach (BL)	BL	14.54
1025	Satigny	GE	14.54
1026	Schwaderloch	AG	14.54
1027	Trélex	VD	14.54
1028	Birwinken	TG	14.55
1029	Collombey-Muraz	VS	14.56
1030	Inden	VS	14.56
1031	Châbles	FR	14.57
1032	Crésuz	FR	14.57
1033	Dorénaz	VS	14.57
1034	Echarlens	FR	14.57
1035	Mutten	GR	14.57
1036	Sagogn	GR	14.57
1037	Thusis	GR	14.57
1038	Erlinsbach (SO)	SO	14.58
1039	Vernayaz	VS	14.58
1040	Schmerikon	SG	14.59
1041	Steinach	SG	14.59
1042	Arbon	TG	14.60
1043	Bulle	FR	14.60
1044	Lohn-Ammannsegg	SO	14.60
1045	Roggliswil	LU	14.60
1046	Jussy	GE	14.62
1047	Lyssach	BE	14.62
1048	Russin	GE	14.62
1049	Troinex	GE	14.62
1050	Tschiertschen-Praden	GR	14.63
1051	Cressier (FR)	FR	14.65
1052	Mörigen	BE	14.65
1053	Augst	BL	14.66
1054	Mörel-Filet	VS	14.66
1055	Chavannes-de-Bogis	VD	14.68
1056	Cudrefin	VD	14.68
1057	Siblingen	SH	14.68
1058	Villars-Sainte-Croix	VD	14.68
1059	Disentis/Mustér	GR	14.69
1060	Belmont-Broye	FR	14.70
1061	Evionnaz	VS	14.70
1062	Niederhelfenschwil	SG	14.70
1063	Bellevue	GE	14.71
1064	Bovernier	VS	14.71
1065	Presinge	GE	14.71
1066	Rolle	VD	14.71
1067	Saint-Léonard	VS	14.71
1068	Binn	VS	14.72
1069	Charrat	VS	14.72
1070	Ernen	VS	14.72
1071	Lalden	VS	14.72
1072	Mühleberg	BE	14.72
1073	Raron	VS	14.72
1074	Saint-Maurice	VS	14.73
1075	Bargen (SH)	SH	14.74
1076	Galmiz	FR	14.74
1077	Riaz	FR	14.74
1078	Sévaz	FR	14.74
1079	Siviriez	FR	14.74
1080	Le Chenit	VD	14.75
1081	Luins	VD	14.75
1082	Perroy	VD	14.75
1083	Rossenges	VD	14.75
1084	Villars-Epeney	VD	14.75
1085	Fideris	GR	14.76
1086	Leggia	GR	14.76
1087	Schiers	GR	14.76
1088	Sierre	VS	14.77
1089	Werthenstein	LU	14.77
1090	Wolhusen	LU	14.77
1091	Ried bei Kerzers	FR	14.78
1092	Hermance	GE	14.79
1093	Hersberg	BL	14.79
1094	Meinier	GE	14.79
1095	Troistorrents	VS	14.79
1096	Liedertswil	BL	14.80
1097	Rüdtligen-Alchenflüh	BE	14.81
1098	Bourg-en-Lavaux	VD	14.82
1099	Chavannes-des-Bois	VD	14.82
1100	Eschenbach (SG)	SG	14.82
1101	Etoy	VD	14.82
1102	Eysins	VD	14.82
1103	Givrins	VD	14.82
1104	Granges (Veveyse)	FR	14.82
1105	Lully (VD)	VD	14.82
1106	Mex (VD)	VD	14.82
1107	Montagny-près-Yverdon	VD	14.82
1108	Nyon	VD	14.82
1109	Pully	VD	14.82
1110	Tannay	VD	14.82
1111	Zunzgen	BL	14.82
1112	Ayent	VS	14.83
1113	Langenbruck	BL	14.83
1114	St. Niklaus	VS	14.83
1115	Langenthal	BE	14.84
1116	Mollens (VS)	VS	14.84
1117	Gelterkinden	BL	14.85
1118	Muttenz	BL	14.85
1119	Paudex	VD	14.85
1120	Schönenbuch	BL	14.85
1121	Belp	BE	14.86
1122	Büron	LU	14.86
1123	Bussy (FR)	FR	14.86
1124	Ittigen	BE	14.86
1125	Grabs	SG	14.87
1126	Rebstein	SG	14.87
1127	Aclens	VD	14.88
1128	Allaman	VD	14.88
1129	Bardonnex	GE	14.88
1130	Bougy-Villars	VD	14.88
1131	Bussigny	VD	14.88
1132	Cartigny	GE	14.88
1133	Chigny	VD	14.88
1134	Denges	VD	14.88
1135	Echandens	VD	14.88
1136	Ecublens (VD)	VD	14.88
1137	Flerden	GR	14.88
1138	Grens	VD	14.88
1139	Kernenried	BE	14.88
1140	Lausen	BL	14.88
1141	Masein	GR	14.88
1142	Perly-Certoux	GE	14.88
1143	Santa Maria in Calanca	GR	14.88
1144	Eppenberg-Wöschnau	SO	14.89
1145	Niederbipp	BE	14.89
1146	Hauterive (FR)	FR	14.90
1147	Marsens	FR	14.90
1148	Pont-en-Ogoz	FR	14.90
1149	Saanen	BE	14.90
1150	Gland	VD	14.92
1151	Gossau (SG)	SG	14.93
1152	Wilchingen	SH	14.93
1153	Doppleschwand	LU	14.94
1154	Gettnau	LU	14.94
1155	Sembrancher	VS	14.94
1156	Champagne	VD	14.95
1157	Choulex	GE	14.96
1158	Laconnex	GE	14.96
1159	Le Grand-Saconnex	GE	14.96
1160	Meyrin	GE	14.96
1161	Thônex	GE	14.96
1162	Torny	FR	14.96
1163	Aesch (BL)	BL	14.97
1164	Chippis	VS	14.97
1165	Diegten	BL	14.97
1166	Leytron	VS	14.97
1167	Nusshof	BL	14.97
1168	Saillon	VS	14.97
1169	Wahlen	BL	14.97
1170	Corminboeuf	FR	14.98
1171	Fräschels	FR	14.98
1172	Frenkendorf	BL	14.98
1173	Oensingen	SO	14.98
1174	Orsières	VS	14.98
1175	Reckingen-Gluringen	VS	14.98
1176	Sissach	BL	14.98
1177	Amden	SG	14.99
1178	Hallau	SH	14.99
1179	Rivaz	VD	14.99
1180	Iffwil	BE	15.00
1181	Muriaux	JU	15.00
1182	Val Müstair	GR	15.01
1183	Allmendingen	BE	15.02
1184	Ardon	VS	15.02
1185	Arzier-Le Muids	VD	15.02
1186	Bellwald	VS	15.02
1187	Chexbres	VD	15.02
1188	Corseaux	VD	15.02
1189	Crassier	VD	15.02
1190	Faoug	VD	15.02
1191	Féchy	VD	15.02
1192	La Tour-de-Peilz	VD	15.02
1193	Mont-sur-Rolle	VD	15.02
1194	Montricher	VD	15.02
1195	Obergerlafingen	SO	15.02
1196	Préverenges	VD	15.02
1197	Vex	VS	15.02
1198	Allschwil	BL	15.03
1199	Corbières	FR	15.03
1200	Moosseedorf	BE	15.03
1201	Riddes	VS	15.03
1202	Vollèges	VS	15.03
1203	Vouvry	VS	15.03
1204	Altbüron	LU	15.04
1205	Fischbach	LU	15.04
1206	Gommiswald	SG	15.04
1207	Grossdietwil	LU	15.04
1208	Wil (SG)	SG	15.04
1209	Hägendorf	SO	15.05
1210	Gelterfingen	BE	15.06
1211	Merishausen	SH	15.06
1212	Zollikofen	BE	15.06
1213	Brislach	BL	15.07
1214	Chésopelloz	FR	15.07
1215	Courgevaux	FR	15.07
1216	Donat	GR	15.07
1217	Oberdorf (BL)	BL	15.07
1218	Ursy	FR	15.07
1219	Boncourt	JU	15.09
1220	Crissier	VD	15.09
1221	Genève	GE	15.09
1222	La Rippe	VD	15.09
1223	Le Lieu	VD	15.09
1224	Les Breuleux	JU	15.09
1225	Montreux	VD	15.09
1226	Onnens (VD)	VD	15.09
1227	Tolochenaz	VD	15.09
1228	Versoix	GE	15.09
1229	Wiggiswil	BE	15.09
1230	Berg (SG)	SG	15.10
1231	Valeyres-sous-Rances	VD	15.10
1232	Bellmund	BE	15.11
1233	Büetigen	BE	15.11
1234	Hasle (LU)	LU	15.11
1235	Luthern	LU	15.11
1236	Ufhusen	LU	15.11
1237	Unterbäch	VS	15.11
1238	Niedergösgen	SO	15.12
1239	Bursinel	VD	15.13
1240	Andiast	GR	15.14
1241	Chêne-Bourg	GE	15.14
1242	Collex-Bossy	GE	15.14
1243	Gy	GE	15.14
1244	Puplinge	GE	15.14
1245	Soral	GE	15.14
1246	Villorsonnens	FR	15.15
1247	Arisdorf	BL	15.16
1248	Balm bei Günsberg	SO	15.16
1249	Bioley-Orjulaz	VD	15.16
1250	Böckten	BL	15.16
1251	Bremblens	VD	15.16
1252	Chamblon	VD	15.16
1253	Corsier-sur-Vevey	VD	15.16
1254	Duillier	VD	15.16
1255	Epalinges	VD	15.16
1256	Giebenach	BL	15.16
1257	Giez	VD	15.16
1258	Gilly	VD	15.16
1259	La Sarraz	VD	15.16
1260	Lucens	VD	15.16
1261	Lupsingen	BL	15.16
1262	Lussy-sur-Morges	VD	15.16
1263	Pompaples	VD	15.16
1264	Röschenz	BL	15.16
1265	Saint-Cergue	VD	15.16
1266	Suscévaz	VD	15.16
1267	Tentlingen	FR	15.16
1268	Wenslingen	BL	15.16
1269	Ballaigues	VD	15.17
1270	Pratteln	BL	15.17
1271	Gächlingen	SH	15.18
1272	Ramsen	SH	15.18
1273	Rubigen	BE	15.18
1274	Schleitheim	SH	15.18
1275	Gals	BE	15.19
1276	Grosshöchstetten	BE	15.19
1277	Cazis	GR	15.20
1278	Fully	VS	15.20
1279	Heimenhausen	BE	15.20
1280	Altwis	LU	15.21
1281	Känerkinden	BL	15.21
1282	Confignon	GE	15.22
1283	Lancy	GE	15.22
1284	Begnins	VD	15.23
1285	Bourg-Saint-Pierre	VS	15.23
1286	Henniez	VD	15.23
1287	Marly	FR	15.23
1288	Saint-Légier-La Chiésaz	VD	15.23
1289	Saint-Saphorin (Lavaux)	VD	15.23
1290	Vufflens-la-Ville	VD	15.23
1291	Vully-les-Lacs	VD	15.23
1292	Bettmeralp	VS	15.24
1293	Bretzwil	BL	15.25
1294	Duggingen	BL	15.25
1295	Laufen	BL	15.25
1296	Zwingen	BL	15.25
1297	Aigle	VD	15.26
1298	Ettingen	BL	15.26
1299	Füllinsdorf	BL	15.26
1300	Rennaz	VD	15.26
1301	Attalens	FR	15.27
1302	Hüniken	SO	15.27
1303	St. Margrethen	SG	15.27
1304	Wiler bei Utzenstorf	BE	15.27
1305	Zielebach	BE	15.27
1306	Tenniken	BL	15.28
1307	Egerkingen	SO	15.29
1308	Liddes	VS	15.29
1309	Massongex	VS	15.29
1310	Törbel	VS	15.29
1311	Aefligen	BE	15.30
1312	Anniviers	VS	15.30
1313	Arbaz	VS	15.30
1314	Aubonne	VD	15.30
1315	Avenches	VD	15.30
1316	Bière	VD	15.30
1317	Chardonne	VD	15.30
1318	Denens	VD	15.30
1319	Echichens	VD	15.30
1320	Essertines-sur-Rolle	VD	15.30
1321	Forel (Lavaux)	VD	15.30
1322	Grandevent	VD	15.30
1323	Lussery-Villars	VD	15.30
1324	Münchenwiler	BE	15.30
1325	Ollon	VD	15.30
1326	Roche (VD)	VD	15.30
1327	Vich	VD	15.30
1328	Wittinsburg	BL	15.30
1329	Bernex	GE	15.31
1330	Dardagny	GE	15.31
1331	Neuenegg	BE	15.31
1332	Sâles	FR	15.31
1333	Tecknau	BL	15.31
1334	Oberuzwil	SG	15.32
1335	Graben	BE	15.33
1336	Morges	VD	15.33
1337	Ochlenberg	BE	15.33
1338	Saint-George	VD	15.33
1339	Senarclens	VD	15.33
1340	Urtenen-Schönbühl	BE	15.33
1341	Yvorne	VD	15.33
1342	Agarn	VS	15.34
1343	Arboldswil	BL	15.34
1344	Buus	BL	15.34
1345	Grimisuat	VS	15.34
1346	Les Montets	FR	15.34
1347	Ormalingen	BL	15.34
1348	Wintersingen	BL	15.34
1349	Bleienbach	BE	15.35
1350	Bremgarten bei Bern	BE	15.35
1351	Châtel-sur-Montsalvens	FR	15.35
1352	Jaberg	BE	15.35
1353	Leuk	VS	15.35
1354	Niedergesteln	VS	15.35
1355	Schwarzhäusern	BE	15.35
1356	Ulmiz	FR	15.35
1357	Vérossaz	VS	15.35
1358	Wichtrach	BE	15.35
1359	Uetendorf	BE	15.36
1360	Bofflens	VD	15.37
1361	Bottens	VD	15.37
1362	Boussens	VD	15.37
1363	Grandson	VD	15.37
1364	Oron	VD	15.37
1365	Rougemont	VD	15.37
1366	Saint-Livres	VD	15.37
1367	Savigny	VD	15.37
1368	Servion	VD	15.37
1369	Veytaux	VD	15.37
1370	Villeneuve (VD)	VD	15.37
1371	Ballens	VD	15.38
1372	Fiez	VD	15.38
1373	Fontaines-sur-Grandson	VD	15.38
1374	Gunzgen	SO	15.38
1375	Kirchlindach	BE	15.38
1376	Lostorf	SO	15.38
1377	Lütschental	BE	15.38
1378	Mels	SG	15.38
1379	Quarten	SG	15.38
1380	Rohrbach	BE	15.38
1381	Buseno	GR	15.39
1382	Cossonay	VD	15.39
1383	Furna	GR	15.39
1384	Häfelfingen	BL	15.39
1385	Lully (FR)	FR	15.39
1386	Münchenstein	BL	15.39
1387	Saint-Aubin (FR)	FR	15.39
1388	Vallon	FR	15.39
1389	Verdabbio	GR	15.39
1390	Belmont-sur-Lausanne	VD	15.40
1391	Kallnach	BE	15.40
1392	Rickenbach (BL)	BL	15.40
1393	Jegenstorf	BE	15.42
1394	Mattstetten	BE	15.42
1395	Oberbipp	BE	15.42
1396	Olten	SO	15.42
1397	Arnex-sur-Nyon	VD	15.43
1398	Assens	VD	15.43
1399	Bettens	VD	15.43
1400	Blonay	VD	15.43
1401	Bogis-Bossey	VD	15.43
1402	Bullet	VD	15.43
1403	Chamoson	VS	15.43
1404	Cheseaux-Noréaz	VD	15.43
1405	Corbeyrier	VD	15.43
1406	Cugy (VD)	VD	15.43
1407	Grancy	VD	15.43
1408	Heimberg	BE	15.43
1409	Kirchberg (BE)	BE	15.43
1410	Köniz	BE	15.43
1411	Lauwil	BL	15.43
1412	Oberhallau	SH	15.43
1413	Puidoux	VD	15.43
1414	Romanel-sur-Lausanne	VD	15.43
1415	Sainte-Croix	VD	15.43
1416	Suchy	VD	15.43
1417	Sullens	VD	15.43
1418	Trasadingen	SH	15.43
1419	Vinzel	VD	15.43
1420	Vugelles-La Mothe	VD	15.43
1421	Chevroux	VD	15.44
1422	Fribourg	FR	15.44
1423	Liesberg	BL	15.44
1424	Mauborget	VD	15.44
1425	Oberriet (SG)	SG	15.44
1426	Rheineck	SG	15.44
1427	Untereggen	SG	15.44
1428	Walenstadt	SG	15.44
1429	Erlach	BE	15.45
1430	Grône	VS	15.45
1431	Stettlen	BE	15.45
1432	Waltensburg/Vuorz	GR	15.45
1433	Courtételle	JU	15.47
1434	Gampel-Bratsch	VS	15.47
1435	Lengnau (BE)	BE	15.47
1436	Niederwald	VS	15.47
1437	Zeneggen	VS	15.47
1438	Aire-la-Ville	GE	15.48
1439	Avusy	GE	15.48
1440	Belfaux	FR	15.48
1441	Grangettes	FR	15.48
1442	Gsteig	BE	15.48
1443	Lampenberg	BL	15.48
1444	Le Mouret	FR	15.48
1445	Tafers	FR	15.48
1446	Val-d'Illiez	VS	15.48
1447	Vaulruz	FR	15.48
1448	Vernier	GE	15.48
1449	Bettenhausen	BE	15.49
1450	Herzogenbuchsee	BE	15.49
1451	Sevelen	SG	15.49
1452	Bex	VD	15.50
1453	Bursins	VD	15.50
1454	Champvent	VD	15.50
1455	Corcelles-près-Concise	VD	15.50
1456	Daillens	VD	15.50
1457	Jongny	VD	15.50
1458	Lavey-Morcles	VD	15.50
1459	Morrens (VD)	VD	15.50
1460	Oulens-sous-Echallens	VD	15.50
1461	Penthaz	VD	15.50
1462	Poliez-Pittet	VD	15.50
1463	Pomy	VD	15.50
1464	Bassins	VD	15.51
1465	Bern	BE	15.51
1466	Kiesen	BE	15.51
1467	Oberdiessbach	BE	15.51
1468	Bergün/Bravuogn	GR	15.52
1469	Châtel-Saint-Denis	FR	15.52
1470	Filisur	GR	15.52
1471	Fulenbach	SO	15.52
1472	Onex	GE	15.52
1473	Birsfelden	BL	15.53
1474	Hauteville	FR	15.53
1475	Itingen	BL	15.53
1476	Ramlinsburg	BL	15.53
1477	Gimel	VD	15.54
1478	Madiswil	BE	15.54
1479	Wohlen bei Bern	BE	15.54
1480	Basel	BS	15.55
1481	Häutligen	BE	15.55
1482	Alterswil	FR	15.56
1483	Avully	GE	15.56
1484	Beggingen	SH	15.56
1485	Chancy	GE	15.56
1486	Düdingen	FR	15.56
1487	Grandvillard	FR	15.56
1488	Noréaz	FR	15.56
1489	Utzenstorf	BE	15.56
1490	Chavornay	VD	15.57
1491	Corcelles-près-Payerne	VD	15.57
1492	Curtilles	VD	15.57
1493	Essertes	VD	15.57
1494	Jorat-Menthue	VD	15.57
1495	Miège	VS	15.57
1496	Montanaire	VD	15.57
1497	Montcherand	VD	15.57
1498	Nenzlingen	BL	15.57
1499	Salgesch	VS	15.57
1500	Valeyres-sous-Montagny	VD	15.57
1501	Aeschi (SO)	SO	15.58
1502	Bretonnières	VD	15.58
1503	Buchegg	SO	15.58
1504	Gerzensee	BE	15.58
1505	Hölstein	BL	15.58
1506	Missy	VD	15.58
1507	Riedholz	SO	15.58
1508	Rümlingen	BL	15.58
1509	Bäriswil	BE	15.59
1510	Evilard	BE	15.59
1511	Hilterfingen	BE	15.59
1512	Rüegsau	BE	15.59
1513	Täuffelen	BE	15.59
1514	Villaz-Saint-Pierre	FR	15.59
1515	Aarwangen	BE	15.60
1516	Bösingen	FR	15.60
1517	Rothenfluh	BL	15.60
1518	Rütschelen	BE	15.60
1519	Selzach	SO	15.60
1520	Andwil (SG)	SG	15.61
1521	Chénens	FR	15.61
1522	Lütisburg	SG	15.61
1523	Waldkirch	SG	15.61
1524	Albinen	VS	15.62
1525	Anwil	BL	15.62
1526	Blauen	BL	15.62
1527	Bubendorf	BL	15.62
1528	Bürchen	VS	15.62
1529	Chalais	VS	15.62
1530	Guttet-Feschel	VS	15.62
1531	Lüterkofen-Ichertswil	SO	15.62
1532	Menznau	LU	15.62
1533	Münster-Geschinen	VS	15.62
1534	Nendaz	VS	15.62
1535	Niederbuchsiten	SO	15.62
1536	Rüttenen	SO	15.62
1537	Ziefen	BL	15.62
1538	Zuzwil (BE)	BE	15.62
1539	Büsserach	SO	15.63
1540	Eischoll	VS	15.63
1541	Grengiols	VS	15.63
1542	Niederdorf	BL	15.63
1543	Péry-La Heutte	BE	15.63
1544	Saas-Balen	VS	15.63
1545	Varen	VS	15.63
1546	Bavois	VD	15.64
1547	Bretigny-sur-Morrens	VD	15.64
1548	Chavannes-sur-Moudon	VD	15.64
1549	Donneloye	VD	15.64
1550	Essertines-sur-Yverdon	VD	15.64
1551	Etagnières	VD	15.64
1552	Lax	VS	15.64
1553	Münsingen	BE	15.64
1554	Orny	VD	15.64
1555	Pierrafortscha	FR	15.64
1556	Rovray	VD	15.64
1557	Rueyres	VD	15.64
1558	Schmitten (FR)	FR	15.64
1559	Tévenon	VD	15.64
1560	Valbroye	VD	15.64
1561	Vevey	VD	15.64
1562	Yens	VD	15.64
1563	Yvonand	VD	15.64
1564	Arnex-sur-Orbe	VD	15.65
1565	Villars-le-Terroir	VD	15.65
1566	Brügg	BE	15.66
1567	Bütschwil-Ganterschwil	SG	15.66
1568	Inkwil	BE	15.66
1569	Roggwil (BE)	BE	15.66
1570	Thörigen	BE	15.66
1571	Bennwil	BL	15.67
1572	Buckten	BL	15.67
1573	Kirchdorf (BE)	BE	15.67
1574	Liestal	BL	15.67
1575	Prilly	VD	15.68
1576	St. Ursen	FR	15.69
1577	Worben	BE	15.69
1578	Bolligen	BE	15.70
1579	Lüscherz	BE	15.70
1580	Toffen	BE	15.70
1581	Bioley-Magnoux	VD	15.71
1582	Casti-Wergenstein	GR	15.71
1583	Chevilly	VD	15.71
1584	Cottens (VD)	VD	15.71
1585	Croy	VD	15.71
1586	Echallens	VD	15.71
1587	Gollion	VD	15.71
1588	Kilchberg (BL)	BL	15.71
1589	Lohn (GR)	GR	15.71
1590	Maisprach	BL	15.71
1591	Mauraz	VD	15.71
1592	Mollens (VD)	VD	15.71
1593	Montilliez	VD	15.71
1594	Oltingen	BL	15.71
1595	Orbe	VD	15.71
1596	Orges	VD	15.71
1597	Penthalaz	VD	15.71
1598	Prévonloup	VD	15.71
1599	Reigoldswil	BL	15.71
1600	Roggenburg	BL	15.71
1601	Rünenberg	BL	15.71
1602	Sarzens	VD	15.71
1603	Vallorbe	VD	15.71
1604	Busswil bei Melchnau	BE	15.72
1605	Diepflingen	BL	15.72
1606	Eichberg	SG	15.72
1607	Estavayer-le-Lac	FR	15.72
1608	La Sonnaz	FR	15.72
1609	Mathod	VD	15.72
1610	Neyruz (FR)	FR	15.72
1611	Pont-la-Ville	FR	15.72
1612	Semsales	FR	15.72
1613	Boningen	SO	15.74
1614	Cheseaux-sur-Lausanne	VD	15.74
1615	Lavigny	VD	15.74
1616	Tschugg	BE	15.74
1617	Wiedlisbach	BE	15.74
1618	Ipsach	BE	15.75
1619	Port	BE	15.75
1620	Studen (BE)	BE	15.75
1621	Veysonnaz	VS	15.75
1622	Wynau	BE	15.75
1623	Aarberg	BE	15.76
1624	Gruyères	FR	15.76
1625	Embd	VS	15.77
1626	Montagny (FR)	FR	15.77
1627	Riederalp	VS	15.77
1628	Visperterminen	VS	15.77
1629	Bas-Intyamon	FR	15.78
1630	Chesalles-sur-Moudon	VD	15.78
1631	Clarmont	VD	15.78
1632	Concise	VD	15.78
1633	Essert-Pittet	VD	15.78
1634	Fey	VD	15.78
1635	Forel-sur-Lucens	VD	15.78
1636	Gryon	VD	15.78
1637	Häggenschwil	SG	15.78
1638	Le Mont-sur-Lausanne	VD	15.78
1639	Le Vaud	VD	15.78
1640	Lovatens	VD	15.78
1641	Pampigny	VD	15.78
1642	Payerne	VD	15.78
1643	Saint-Barthélemy (VD)	VD	15.78
1644	Vuarrens	VD	15.78
1645	Bätterkinden	BE	15.79
1646	Ependes (VD)	VD	15.79
1647	Ersigen	BE	15.79
1648	Hermenches	VD	15.79
1649	Ins	BE	15.79
1650	Läufelfingen	BL	15.79
1651	Moudon	VD	15.79
1652	Romont (BE)	BE	15.79
1653	Arconciel	FR	15.80
1654	Burgdorf	BE	15.80
1655	Cottens (FR)	FR	15.80
1656	Eptingen	BL	15.80
1657	Kerzers	FR	15.80
1658	Sorens	FR	15.80
1659	Titterten	BL	15.80
1660	Uttigen	BE	15.80
1661	Vuissens	FR	15.80
1662	Twann-Tüscherz	BE	15.81
1663	Breitenbach	SO	15.82
1664	Seeberg	BE	15.82
1665	Starrkirch-Wil	SO	15.82
1666	Syens	VD	15.82
1667	Meikirch	BE	15.83
1668	Noflen	BE	15.83
1669	Rüderswil	BE	15.83
1670	Rüthi (SG)	SG	15.83
1671	Sargans	SG	15.83
1672	Spiez	BE	15.83
1673	Schmitten (GR)	GR	15.84
1674	Agiez	VD	15.85
1675	Apples	VD	15.85
1676	Belmont-sur-Yverdon	VD	15.85
1677	Carrouge (VD)	VD	15.85
1678	Chessel	VD	15.85
1679	Corcelles-sur-Chavornay	VD	15.85
1680	Ferlens (VD)	VD	15.85
1681	Ferreyres	VD	15.85
1682	L'Abbaye	VD	15.85
1683	L'Isle	VD	15.85
1684	Maracon	VD	15.85
1685	Mézières (VD)	VD	15.85
1686	Novalles	VD	15.85
1687	Ormont-Dessus	VD	15.85
1688	Reverolle	VD	15.85
1689	Romainmôtier-Envy	VD	15.85
